,Unnamed: 0,caption,commentsCount,dimensionsHeight,dimensionsWidth,hashtags/0,hashtags/1,hashtags/2,hashtags/3,hashtags/4,hashtags/5,likesCount,productType,timestamp,type,hashtags/6,hashtags/7,hashtags/8,hashtags/9,hashtags/10,day_of_week,season,popularity_index,hour_of_day,month_of_year
476,476,"Amazing ⁠
⁠
⁠
⁠
video AI by @solanskoy⁠
⁠
⁠
⁠
⁠
⁠
⁠
#wedding #luxurywedding #weddingwire #modernbride #brides #weddingfashion #married #bride #engagedseason #realwedding #destinationwedding #beautiful #weddingday #weddingplanning #groom #weddingdress #love #engaged #bridetobe #couple #engagement #weddinggown #elopement #weddingceremony #weddinginspiration #weddingdetails #weddinggoals",2,1280,720,wedding,luxurywedding,weddingwire,modernbride,brides,weddingfashion,920.0,clips,2025-01-09 16:48:34,Video,married,bride,engagedseason,realwedding,destinationwedding,Thursday,Winter,644.6,16,1
477,477,"Makeup Done By Me  

.
.
#intags #makeuplover #brides #weddingcouple #beautyblog #weddinggown #beautifulday #bridetobe #makeupaddict #beautiful #makeupartist #makeupblogger #weddingdress #makeupreview #beautifulview #beauty #makeup #ilovemakeup #makeupaddicted #wedding #halloweenmakeup #beautifulphrases #beautifuldestinations #beautyreview #beautybloger #lipsticklover #weddingsinger #lipstick #bride #weddings",0,1920,1080,intags,makeuplover,brides,weddingcouple,beautyblog,weddinggown,709.0,clips,2025-01-10 03:51:37,Video,beautifulday,bridetobe,makeupaddict,beautiful,makeupartist,Friday,Winter,496.3,3,1
478,478,"From Miami to Jakarta just to make her dream wedding dress.
Yes, we have intense online communications since the bride couldn’t fly in to Jakarta.
And here’s the result & the details…
For beautiful @bri.xray 

#RuslyTjohnardi #cheongsam
#wearableart #dualitybyrusly 
#chinoiserie 
.
.
.
.
.

#RuslyTjohnardibride #ruslytjohnardiatelier #qipao #indonesiandesigner  #sangjitdress #weddingdress #handmade  #coutureweddingdress #monkey #cape #weddingidea #bride #couture #highfashion  #dragon #whiteweddingdress #tiger #chinesedress #qipao #sangjit  #rat #embroidery #weddinggown #cheongsam #teapai #puppy #chinesezodiac #cape",109,1920,1080,RuslyTjohnardi,cheongsam,wearableart,dualitybyrusly,chinoiserie,RuslyTjohnardibride,1828.0,clips,2025-01-08 07:53:06,Video,ruslytjohnardiatelier,qipao,indonesiandesigner,sangjitdress,weddingdress,Wednesday,Winter,1312.3,7,1
479,479,"Simple and elegant style
#dress #wedding #weddingdress #weddingday #dresses #bride #bridal #bridetobe #fashion #fancydress #weddingideas #gown #fashionista #fashionstyle #fashionpost #bridalfashion #fashionlover #bridesmaid #fashiondesign #longdress #outfits #modernbride #brides #weddingfashion #realwedding #weddingplanning #engaged #engagement #weddinggown #weddingdetails",2,1920,1080,dress,wedding,weddingdress,weddingday,dresses,bride,477.0,clips,2025-01-10 09:48:10,Video,bridal,bridetobe,fashion,fancydress,weddingideas,Friday,Winter,334.5,9,1
480,480,"Simply fantastic 

#weddingdress #eveningdress #eveninggowns #weddinggown #modesty #hijabstyle #eveningdresses #wedding #hijab",25,1920,1080,weddingdress,eveningdress,eveninggowns,weddinggown,modesty,hijabstyle,764.0,clips,2025-01-05 10:05:00,Video,eveningdresses,wedding,hijab,,,Sunday,Winter,542.3,10,1
481,481,Wedding photo ideas  Comment your favorite ❤️ Via @theweddingbliss,14,612,612,wedding,wedding,wedding,wedding,wedding,wedding,5647.0,carousel_container,2024-12-26 12:48:41,Sidecar,,,,,,Thursday,Winter,3957.1,12,12
482,482,"Is HARIKA the dress of your dreams?  Made from georgette with lace details that will steal your heart. 

From 1 to 10, how much do you love it? 

-
¿Es HARIKA el vestido de tus sueños?  Hecho en georgette con detalles de encaje que te van a enamorar. 

Del 1 al 10, ¿cuánto te gusta? 

-
Dress: Harika. Available at our gold clients: @au.louvre.boutique @atelierdellasposarubiera @unique.bridal @claireduguey @amour_glamour @annatatelier 

#NewCollection #AlmaNovia #AlmaNovia2025 #BohoBliss #wedding #bride #weddingday  #bridal #fashion #dress #bridetobe #weddings #weddinggown #gown #weddingideas #weddingplanner  #novia #vestidonovia #boda",22,612,612,NewCollection,AlmaNovia,AlmaNovia2025,BohoBliss,wedding,bride,1237.0,carousel_container,2025-01-09 14:00:30,Sidecar,weddingday,bridal,fashion,dress,bridetobe,Thursday,Winter,872.5,14,1
483,483,"Stunning  Which one do you love the most?

Dresses @avalaurennebride",1134,1920,1080,wedding,wedding,wedding,wedding,wedding,wedding,15196.0,clips,2024-12-14 10:41:36,Video,,,,,,Saturday,Fall,10977.4,10,12
484,484,"Your wedding dress speaks volumes about your personality. It reflects your unique taste, values, and how you want to feel on your special day. Every detail tells a story about who you are. 

#weddings #love #weddingdress #ballgown #alineweddingdress #weddinggown #weddinginspiration #weddingphotography #bridegoals #dreamwedding #bridalfashion #weddingstyle #bigday #bridetobe #celebratelove",0,1024,576,weddings,love,weddingdress,ballgown,alineweddingdress,weddinggown,3.0,clips,2025-01-10 17:30:00,Video,weddinginspiration,weddingphotography,bridegoals,dreamwedding,bridalfashion,Friday,Winter,2.1,17,1
485,485,"The perfect match of guipure and tulle  Because, of course, you can look stunning and feel light as a feather at the same time.

-
El match perfecto entre guipure y tul  Porque sí, puedes verte espectacular y sentirte ligerísima al mismo tiempo.

-
Dress: Helvina

#NewCollection #AlmaNovia #AlmaNovia2025 #BohoBliss #wedding #bride #weddingday  #bridal #fashion #dress #bridetobe #weddings #weddinggown #gown #weddingideas #weddingplanner  #novia #vestidonovia #boda",8,1920,1080,NewCollection,AlmaNovia,AlmaNovia2025,BohoBliss,wedding,bride,703.0,clips,2025-01-08 14:00:00,Video,weddingday,bridal,fashion,dress,bridetobe,Wednesday,Winter,494.5,14,1
486,486,"Today is WEDDING WEDNESDAY.  The tradition of a white (shades of ivory, cream and ecru also) wedding dress in Victorian times is commonly credited to Queen Victoria’s choice to wear a white (an ivory) wedding dress at her wedding to Prince Albert in 1840
.
Edwardian wedding dresses were often  characterized by lots of lace,a blouson bodice and A line skirts. 
.
English Wedding dress with a cream silk bodice and skirt,1902
.
Houghton & Dalton (designer and maker)
.
Made from cream Silk and Lace
.
Worn by Edith Constance Jardine Hope-Murray on the occasion of her marriage to Mr. T.H. Senior, 18 June 1902.
.
Shown with veil
.
That bodice is simply gorgeous!!!
.
http://collections.vam.ac.uk/item/O367300/wedding-dress-houghton-dalton/
.
#historicalclothing #historicalfashion #historicalcostume #nineteenthcenturyfashion #fashionmuseum #historyofdress #dresshistory #historyoffashion #museumofdress #victorianfashion #vintagedress #vintagefashion #fashionhistory #fashionstyle #costumehistory #vintagestylesnotvintagevalues #historybounding #antiquedress #weddingdress #weddinggown #weddingwednesday #silk #lace",24,612,612,historicalclothing,historicalfashion,historicalcostume,nineteenthcenturyfashion,fashionmuseum,historyofdress,2128.0,carousel_container,2025-01-08 08:00:00,Sidecar,dresshistory,historyoffashion,museumofdress,victorianfashion,vintagedress,Wednesday,Winter,1496.8,8,1
487,487,"Let’s just say, we were all crying . This moment felt so wild like wow, it’s really happening, the moment we’ve been waiting for… the guy that asked me for my number in college is really holding my hand and promising forever… us walking down the aisle, it’s happening! 

.
.
.
.

#firsttouch #wedding #happytears #weddingday #bride #brideandgroom #firstlook #destinationwedding #husbandwife #loml #weddinggram #weddinggown #weddinginspiration #soulmates #ourlovestory #mexicowedding #healthylove #melanincouples ##weddingmemories #weddingreels #weddingvideo",8,1920,1080,firsttouch,wedding,happytears,weddingday,bride,brideandgroom,154.0,clips,2025-01-10 12:59:33,Video,firstlook,destinationwedding,husbandwife,loml,weddinggram,Friday,Winter,110.2,12,1
488,488,"First look with bridesmaids  Comment your favorite ❤️

1: @lelepons
2: @paperringsmedia
3: @elisefaust
4: @emzzfrisch
5: @ellengaits
6: @cortneyjolene
7: @jamiknight_",19,612,612,wedding,wedding,wedding,wedding,wedding,wedding,4615.0,carousel_container,2024-12-18 08:49:47,Sidecar,,,,,,Wednesday,Fall,3236.2,8,12
489,489,"Would you like to get married here?⁠
⁠
AI wedding design by @anne.jang⁠
⁠",79,612,612,wedding,wedding,wedding,wedding,wedding,wedding,20775.0,carousel_container,2024-12-23 14:01:51,Sidecar,,,,,,Monday,Winter,14566.2,14,12
490,490,"Which wedding dress is your favorite?

1: @galialahav 
2: inesdisanto 
3: @katerinabocci 
4: @iconicbridedallas 
5: @slubneatelierororpatrycjakujaw 
6: @galialahav 
7: @berta 
8: @berta 
9: @lovelybride 
10: inesdisanto 
11: millanova",144,612,612,wedding,wedding,wedding,wedding,wedding,wedding,16258.0,carousel_container,2024-12-15 17:04:15,Sidecar,,,,,,Sunday,Fall,11423.8,17,12
491,491,"First look!❤️ Comment your favorite❤️

1: @emadjoe @risha.films @heba.abdelmonem1
2: @tone.films
3: @deddehhoward @kollbi
4: @foxgrovefilms
5: @wanderbloomfilms
6: @kyliegracefilms",42,612,612,wedding,wedding,wedding,wedding,wedding,wedding,5369.0,carousel_container,2025-01-05 17:26:06,Sidecar,,,,,,Sunday,Winter,3770.9,17,1
492,492,"Choose your favorite #veil ❤️ 1-9? Also you can tag a bride to be✨⁠
⁠
dresses and veils from @grace_loves_lace⁠
⁠",4,612,612,veil,wedding,wedding,wedding,wedding,wedding,2415.0,carousel_container,2025-01-06 14:22:53,Sidecar,,,,,,Monday,Winter,1691.7,14,1
493,493,"Sekarang banyak yang bercerai karna kaget dengan situasi setelah menikah, karna situasi menikah dan saat sendiri itu sangat berbeda. kalau mau menikah jangan hanya menyiapkan saat acara pernikahan saja tapi siapkan bekal buat menjalaninya, itu yang lebih penting. jangan bergesa gesa untuk menikah, pahami dulu pasangan kita, karna kita akan seumur hidup dengan sifatnya:)",4,1748,1440,wedding,wedding,wedding,wedding,wedding,wedding,510.0,feed,2025-01-06 06:21:14,Image,,,,,,Monday,Winter,358.2,6,1
494,494,"which one would you choose? art by @ifonly.ai using AI⁠
⁠
⁠
⁠
#wedding #luxurywedding #weddingwire #modernbride #brides #weddingfashion #married #bride #realwedding #weddingphotographer #weddingday #weddingplanning #foreverlove #engaged #bridetobe #engagement #weddinggown #weddingceremony #weddinginspiration #weddingdetails #instawedding #weddinggoals #weddinginspo #weddingideas",104,1280,720,wedding,luxurywedding,weddingwire,modernbride,brides,weddingfashion,4947.0,clips,2024-12-18 15:09:26,Video,married,bride,realwedding,weddingphotographer,weddingday,Wednesday,Fall,3494.0999999999995,15,12
495,495,"Style P5137 was designed for the modern bride who loves options. ⁠Detachable shoulder ruffles allow you to effortlessly transition from playful romance to sleek sophistication, offering two stunning looks in one gown.⁠ ⁠
⁠
Crafted from Burnout Organza, this fabric features a stunning combination of sheer and textured patterns, adding depth and dimension to your bridal look. It’s a fabric that feels as unique as the bride who wears it.⁠
⁠
Ready to fall in love with this design? Find an authorized retailer near you and experience the craftsmanship that makes Paloma Blanca gowns truly unforgettable ⁠
⁠
#StyleP5137 #PalomaBlanca #TwoLooksInOne #rufflesleeves #2025bride #madeInCanada #weddingdress #2026bride #bridetobe #engaged #bridal #brideinspo #modernbride #weddingfashion #bridalstyle #weddinggown #bridalgown #bridalfashion",5,612,612,StyleP5137,PalomaBlanca,TwoLooksInOne,rufflesleeves,2025bride,madeInCanada,3.0,carousel_container,2025-01-08 15:14:24,Sidecar,weddingdress,2026bride,bridetobe,engaged,bridal,Wednesday,Winter,3.6,15,1
496,496,"Shades of grapes and vine for beautiful Mrs @nellywidjaja 
Dress @ruslytjohnardi 
Mua @randytjiang 
#ruslytjohnardi 
.
.
.
#RuslyTjohnardiatelier  #ruslytjohnardibride #weddingphotography #indonesiandesigner #weddingidea #bride #lilac #hautecouture #couturefashion #couturedress #couturegown #highfashion #crystals #weddingdress #couturedesigner #mauve  #green #vine #amazingdress  #beautifuldress  #highfashion #lilacdress #motherofthebride #weddinggown #details #weddinginspiration #grapes #ombre",26,1920,1080,ruslytjohnardi,RuslyTjohnardiatelier,ruslytjohnardibride,weddingphotography,indonesiandesigner,weddingidea,755.0,clips,2025-01-04 06:18:42,Video,bride,lilac,hautecouture,couturefashion,couturedress,Saturday,Winter,536.3,6,1
497,497,"Mr. & Mrs. 

: amelie peters films

.
#wedding#weddingday#weddingdress#bridallook#wattersbride#idoinchoo#newlyweds#elegantwedding#weddinggown#suitsupply#weddingsuit#groomsuit#brideandgroom 

wedding, wedding day, wedding dress, gown, bridal look, bride and groom, elegant style",3,612,612,wedding,weddingday,weddingdress,bridallook,wattersbride,idoinchoo,42.0,carousel_container,2025-01-10 11:14:12,Sidecar,newlyweds,elegantwedding,weddinggown,suitsupply,weddingsuit,Friday,Winter,30.3,11,1
498,498,"✨Let’s recap the iconic 2024 signature gowns from Hacchic Couture✨

Design with Japanese philosophy.

#hacchiccouture #FW24 #SS25 #weddinggown #hautecouture #fashion #reels #fashionreels #shfw #sifs #highfashion #fashionstyle #runway #fashionweek #couture #weddingdress #eveningdresses #art #model #embroidery #saudiarabia #designluxury #highfashion",16,1920,1080,hacchiccouture,FW24,SS25,weddinggown,hautecouture,fashion,2117.0,clips,2025-01-01 07:54:00,Video,reels,fashionreels,shfw,sifs,highfashion,Wednesday,Winter,1486.6999999999998,7,1
499,499,"The  Solemnization of
NABILLA & AIMAN ♥️ 
Photographed by @wedlocx.co 
 
Makeup @austouxh 
In @tehfirdaus #tehfirdausbridal #tehfirdaus 
Hair @ckay_liow #notjustahairstylist 

#bridalbeauty #bridalhairdo #bridalmakeup #bride #weddinggown #hairstylistkl #makeupartistkl #weddingguide #weddingdiarieskl #sessionstylist #hairinspo #weddinghairdo #brideinspo #malaysiawedding #malayweddingdress #malayweddingguide #bride2024 #wedlocx #wedlocxcopresets",11,612,612,tehfirdausbridal,tehfirdaus,notjustahairstylist,bridalbeauty,bridalhairdo,bridalmakeup,534.0,carousel_container,2024-12-27 07:17:46,Sidecar,bride,weddinggown,hairstylistkl,makeupartistkl,weddingguide,Friday,Winter,377.1,7,12
500,500,"What an honor it was working with @teresagiudice to help find her perfect NYE look!

She obviously looked absolutely stunning in every gown she tried on! But let’s be honest, if there are matching boots—it’s an instant “yes”!

Teresa shined in this @yedyna_wedding mini dress & boot set!✨

What dress was your favorite?

#celebritystyle #weddingdressstyle #weddingstyle #weddinggown #floridabride #sarasotabride #floridawedding #bridalboutique #specialoccasiondress",65,1920,1080,celebritystyle,weddingdressstyle,weddingstyle,weddinggown,floridabride,sarasotabride,1426.0,clips,2025-01-08 19:56:34,Video,floridawedding,bridalboutique,specialoccasiondress,,,Wednesday,Winter,1017.7,19,1
501,501,Stunning dresses by @mistrelli_official ✨,15,612,612,wedding,wedding,wedding,wedding,wedding,wedding,3.0,carousel_container,2025-01-06 07:38:20,Sidecar,,,,,,Monday,Winter,6.6,7,1
502,502,"Painting the town in pink, with love This wedding had it all: Jaw-dropping installations, a floral overload, little details that stun, and moments for days!✨ 
____________________
▪︎ Wedding planner and designer: @aplusweddingplanner @aplussignature.ae
▪︎ Venue: @domainedesmirs 
▪︎ Photographer: @shadesproduction
▪︎ Furniture: @moodzweddingfurniture
▪︎ Decoration: @ronibassil
▪︎ Entertainment: @maherjah @afrahgroup.leb
▪︎ Production: @bar_deco
▪︎ Bar: @double.shake
▪︎ Catering: @tailorkitcatering
▪︎ Lighting: @bacchus_production
▪︎ Wedding Dress: @mirnajawharibride @mjbymirnajawhari
▪︎ Hair: @assaadhairdesign
▪︎ Makeup Artist: @danikamelmakeup
▪︎ Head Piece: @cbheadpieces
▪︎ Jewelry: @al_riad_jewelry
▪︎ Groom Suit: @ejjeh.lebanon
▪︎ Groom hair: @thelegends.spa
____________________
#LebaneseWeddings @salimkhattar @pamelaaboushakra",50,612,612,LebaneseWeddings,wedding,wedding,wedding,wedding,wedding,6161.0,carousel_container,2024-12-10 12:53:32,Sidecar,,,,,,Tuesday,Fall,4327.7,12,12
503,503,"Choose your favorite #weddingshoes ⁠
⁠
Shoes @jimmychoo",13,612,612,weddingshoes,wedding,wedding,wedding,wedding,wedding,1562.0,carousel_container,2025-01-09 16:20:26,Sidecar,,,,,,Thursday,Winter,1097.3,16,1
504,504,"2025 new design.  Ready to ship. 
#weddingdress #bridalmakeup #bridaldress #bridalgown #weddinggown #weddingdesign #bride #bridallehenga #bridalaccessories #bridalinspiration #weddinginspiration #bridalshopping #bridaldesign #weddingshoot #weddingseason #weddingshow",15,1920,1080,weddingdress,bridalmakeup,bridaldress,bridalgown,weddinggown,weddingdesign,1718.0,clips,2024-12-20 04:29:19,Video,bride,bridallehenga,bridalaccessories,bridalinspiration,weddinginspiration,Friday,Fall,1207.1,4,12
505,505,"Introducing the Obergfell’s! ❄️❤️ First wedding of 2025 here we go! Absolutely loved the Christmas elements that we could carry through from their ceremony to the Botanical conservatory! Maryellen is 1 of 13 kids, so you already know there will be another post showcasing their incredible bridal party of 30 people! Yes you read that right! These two are so loved and it showed all day. I am so thankful I started the year with these two! 

Dress: @jcobridal 
DJ: @magiksounds 
Hair & Makeup: @madelineperez

#fortwayneweddingphotographer #weddingphotographer #winterweddinginspiration #indianaweddingphotographer #indianaweddingphotography #botanicalgardens #weddinginspiration #weddinggown #weddinghair",30,612,612,fortwayneweddingphotographer,weddingphotographer,winterweddinginspiration,indianaweddingphotographer,indianaweddingphotography,botanicalgardens,641.0,carousel_container,2025-01-06 18:18:35,Sidecar,weddinginspiration,weddinggown,weddinghair,,,Monday,Winter,457.7,18,1
506,506,"
#princessweddingdress #ballgownweddingdress #tulleweddingdress #christiansiriano 
#Bridal #Bridaldress #wedding #bridalfashion #couturebride #bridalgown #bridaldesigner #bride #bridalstore #weddingdress #dreamweddingdress #bespokeweddingdress #coutureweddingdress #weddinggown #婚礼 #婚纱 #婚纱店 #婚纱照 #新娘 #婚纱定制 #婚紗 #高级定制 #bridetobe #BridalCouture #bride2025",11,1936,1088,princessweddingdress,ballgownweddingdress,tulleweddingdress,christiansiriano,Bridal,Bridaldress,712.0,clips,2024-12-30 05:49:02,Video,wedding,bridalfashion,couturebride,bridalgown,bridaldesigner,Monday,Winter,501.7,5,12
507,507,"Absolutely stunning! ⁠
⁠
⁠
photo by AI @tinkertailorart⁠
⁠
⁠
#wedding #luxurywedding #weddingwire #modernbride #brides #weddingfashion #married #bride #realwedding #weddingphotographer #weddingday #weddingplanning #foreverlove #engaged #bridetobe #engagement #weddinggown #weddingceremony #weddinginspiration #weddingdetails #instawedding #weddinggoals #weddinginspo #weddingideas",45,612,612,wedding,luxurywedding,weddingwire,modernbride,brides,weddingfashion,10491.0,carousel_container,2024-12-09 11:38:22,Sidecar,married,bride,realwedding,weddingphotographer,weddingday,Monday,Fall,7357.2,11,12
508,508,"Walking into forever, glowing with love ✨ 

Videography @eldiadenuestraboda 
Dress @redondobrand 
Couple @guadaangus @xavilopez24 
Shoes @jimmychoo 
Makeup @yohanarojasmakeup 
Jewelry @bvlgari 

_________________

 DM or Email for Advertising 
_________________

#weddingdecor #wedding #weddinginspiration #weddingplanner #weddingday #bride #weddingideas #weddingphotography #brasil #smile #love #weddingflowers #italy #fyp #weddingplanning #viral #instalove #weddingdetails #instawedding #destinationwedding #beautiful #happy #luxury #weddingphotographer #photography #trending #india #weddingdress #usa",35,1568,882,weddingdecor,wedding,weddinginspiration,weddingplanner,weddingday,bride,724.0,clips,2025-01-09 19:39:24,Video,weddingideas,weddingphotography,brasil,smile,love,Thursday,Winter,517.3,19,1
509,509,"You’re not alone if you can’t pick a favorite “magic moment” from this reception.✨ We still can’t either! 
⠀⠀⠀⠀⠀⠀⠀⠀⠀
Planning & Design: @eastonevents 
Design, Production, & Floral: @hmrdesigns + @rishithedesigner
Photography: @brettheidebrecht
Easton + HMR Photographer: @jacquicole 
Videographer: @peytonfrank
Caterer: @entertaining_co + @amallmann
Cake: @flourishcakedesign
Entertainment: @elanartists
Printed Materials: @chereeberrypaper
Tenting: @skylinetentcompany
Lighting Designer: @frostchicago
⠀⠀⠀⠀⠀⠀⠀⠀⠀
#eastonevents #rishithedesigner #hmrdesigns #destinationwedding #wedding #weddingplanner #weddingdesign #luxury",54,1920,1080,eastonevents,rishithedesigner,hmrdesigns,destinationwedding,wedding,weddingplanner,1584.0,clips,2025-01-03 13:45:43,Video,weddingdesign,luxury,,,,Friday,Winter,1125.0,13,1
510,510,"""We love you lots and lots like jelly tots"" Everyday I come on this app and cry  

 - @jolvideography
 - @hawkstone_hall

[Video Description: The video shows a groom standing at the top ofmthe altar with his best man by his side. As he stands there a voice recording from his daughter plays, as the recording goes on he wipes his tears away with a tissue.]

#hitched #wedding #weddingideas #weddingplanner #weddingplanning #weddingday #weddings #cute #weddingvenue #weddingceremony #access",22,1280,720,hitched,wedding,weddingideas,weddingplanner,weddingplanning,weddingday,730.0,clips,2025-01-10 02:00:38,Video,weddings,cute,weddingvenue,weddingceremony,access,Friday,Winter,517.5999999999999,2,1
511,511,"New Year wedding proposal maybe? 

#bouquettoss #weddingdecor #weddingplanner #firstlook #gartertoss #weddingproposal #weddingdress 

Reel/Video: @stanlophotography

Bride: @viewsofray 
Groom: @swift_jarretthurd 
Makeup @blushbymakki
Hair @hair_chemistrymiami
Dress @valdrinsahiti
Planner @ticaroseevents
Video: @bricksgroup 
Photography: @stanlophotography
Cake: @luxcakery",36,1920,1080,bouquettoss,weddingdecor,weddingplanner,firstlook,gartertoss,weddingproposal,6137.0,clips,2025-01-09 19:09:04,Video,weddingdress,,,,,Thursday,Winter,4306.7,19,1
512,512,"La magia detrás de nuestra boda ✨

Este es un sneak peek de lo que estamos creando para el día más importante. Y todo comienza así… como en una hoja en blanco y expectantes de lo que veremos ese día.

Gracias a mis wedding planners @momenti_gt por ser la guía de este camino lleno de amor e ilusión.

la magia de @flormorenadeco estará en cada rincón de la boda, ella convertirá el lugar en un sueño hecho realidad. 

Y el montaje y el techo que tanto deseaba será gracias a @blessuregt y no pude escoger a alguien. 

Estén pendientes porque ya pronto se acerca la fecha y les estaré contando más detalles de nuestro día soñado.

#wedding #weddingday #weddings #weddinginspiration #weddingplanning #weddingplanner #weddingideas #weddingdecor #weddingdecoration #montaje #blessure #decoration #sneakpeek #ideas #proveedores",36,1920,1080,wedding,weddingday,weddings,weddinginspiration,weddingplanning,weddingplanner,942.0,clips,2025-01-05 20:03:08,Video,weddingideas,weddingdecor,weddingdecoration,montaje,blessure,Sunday,Winter,670.1999999999999,20,1
513,513,"Strolling through blooms and timeless love at Lambert’s Cove Inn, where Martha’s Vineyard charm sets the scene. ✨ See the full gallery at the link in bio!⁠
⁠
Little Black Book Photographer: @jocelynfilley⁠
Little Black Book Wedding Dress: @jennyyoonyc⁠
Venue: @lambertscoveinn ⁠
Floral Design: @donaromasmv ⁠
Invitations: @serif_sans_designs⁠
Rentals: @bigskytentpartyrentals⁠
DJ: @capetunes⁠
Groom's Attire: @indochino ⁠
Catering: @lambertscoveinn ⁠
⁠
#weddingphotography #stylemepretty #weddingplanner #weddinginspiration #eventplanning #weddingday #weddingideas #weddings #weddingstyle #weddingdetails #weddingdress #weddingvenue #realwedding #weddingceremony #modernbride #weddingflowers",17,612,612,weddingphotography,stylemepretty,weddingplanner,weddinginspiration,eventplanning,weddingday,680.0,carousel_container,2025-01-06 18:00:35,Sidecar,weddingideas,weddings,weddingstyle,weddingdetails,weddingdress,Monday,Winter,481.1,18,1
514,514,"• D E N N I S + C H L O E • 
A curated experience built from the ground up , a design production that takes you on a journey 
S T Y L I N G + P L A N N I N G + P R O D U C T I O N @jimketevents 
Venue @bynavarra 
Builds + decor @wldb_au @whitelabelhire 
Florals @sweetbotanica + @madame.fleur_ 
Chandliers @starlightchandeliers 
Candleware @standoutluxuryweddings
Draping @sydney_backdrops 
Lighting production  @jayproductionsevents 
Cake @cakesbyadamm 
Special effects @sydney_fireworks_pyrotechnic 
Stationary @kindlyinvited 
Seating chart  @lettersbyloulou 
Photography + video  @anemotionweddings 
Socials @socialsbyjoshjoseph 
On the day socials @she__socials 
Styling photography @janadraybiphotography 
Hair @_jmartistry 
MUA @cakefacebycaro 
Celebrant @brittanyburke.celebrant 
Band @brownsugarmusic 
String quartet @redsodaband 
MC @kartikkuna 
Ceremony dress @eternalbridal Reception dress @galialahav @helenrodriguesbridal 
@iamcoco_x @dennispiligaitau 
#jimket #jimketevents #weddingdress #wedding #weddedwonderland  #lebanon #weddingday #weddingentrance  #bridetobe #dance #weddingplanner theweddingbliss @weddedwonderland @wedworldmagazine",12,612,612,jimket,jimketevents,weddingdress,wedding,weddedwonderland,lebanon,3.0,carousel_container,2025-01-08 01:23:18,Sidecar,weddingday,weddingentrance,bridetobe,dance,weddingplanner,Wednesday,Winter,5.699999999999999,1,1
515,515,"Novias especiales!! Elegantes y súper estilosas... con un toque especial que las hace únicas ✨
¿cuál es más tu estilo? ¿tu favorita? 1-10",48,612,612,wedding,wedding,wedding,wedding,wedding,wedding,3.0,carousel_container,2025-01-10 09:24:40,Sidecar,,,,,,Friday,Winter,16.5,9,1
516,516,"• D E N N I S + C H L O E • 
A curated experience built from the ground up , a design production that takes you on a journey 
S T Y L I N G + P L A N N I N G + P R O D U C T I O N @jimketevents 
Venue @bynavarra 
Builds + decor @wldb_au @whitelabelhire 
Florals @sweetbotanica + @madame.fleur_ 
Chandliers @starlightchandeliers 
Candleware @standoutluxuryweddings
Draping @sydney_backdrops 
Lighting production  @jayproductionsevents 
Cake @cakesbyadamm 
Special effects @sydney_fireworks_pyrotechnic 
Stationary @kindlyinvited 
Seating chart  @lettersbyloulou 
Photography + video  @anemotionweddings 
Socials @socialsbyjoshjoseph 
On the day socials @she__socials 
Styling photography @janadraybiphotography 
Hair @_jmartistry 
MUA @cakefacebycaro 
Celebrant @brittanyburke.celebrant 
Band @brownsugarmusic 
String quartet @redsodaband 
MC @kartikkuna 
Ceremony dress @eternalbridal Reception dress @galialahav @helenrodriguesbridal 
@iamcoco_x @dennispiligaitau 
#jimket #jimketevents #weddingdress #wedding #weddedwonderland  #lebanon #weddingday #weddingentrance  #bridetobe #dance #weddingplanner theweddingbliss @weddedwonderland @wedworldmagazine",5,612,612,jimket,jimketevents,weddingdress,wedding,weddedwonderland,lebanon,3.0,carousel_container,2025-01-07 13:30:00,Sidecar,weddingday,weddingentrance,bridetobe,dance,weddingplanner,Tuesday,Winter,3.6,13,1
517,517,"• D E N N I S + C H L O E • 
A curated experience through a unique floor plan to tell a story 
S T Y L I N G + P L A N N I N G + P R O D U C T I O N @jimketevents 
Venue @bynavarra 
Builds + decor @wldb_au @whitelabelhire 
Florals @sweetbotanica + @madame.fleur_ 
Chandliers @starlightchandeliers 
Candleware @standoutluxuryweddings
Draping @sydney_backdrops 
Lighting production  @jayproductionsevents 
Cake @cakesbyadamm 
Special effects @sydney_fireworks_pyrotechnic 
Stationary @kindlyinvited 
Seating chart  @lettersbyloulou 
Photography + video  @anemotionweddings 
Socials @socialsbyjoshjoseph 
On the day socials @she__socials 
Styling photography @janadraybiphotography 
Hair @_jmartistry 
MUA @cakefacebycaro 
Celebrant @brittanyburke.celebrant 
Band @brownsugarmusic 
String quartet @redsodaband 
MC @kartikkuna 
Ceremony dress @eternalbridal Reception dress @galialahav @helenrodriguesbridal 
@iamcoco_x @dennispiligaitau 
#jimket #jimketevents #weddingdress #wedding #weddedwonderland  #lebanon #weddingday #weddingentrance  #bridetobe #dance #weddingplanner theweddingbliss @weddedwonderland @wedworldmagazine",8,612,612,jimket,jimketevents,weddingdress,wedding,weddedwonderland,lebanon,3.0,carousel_container,2025-01-06 13:30:00,Sidecar,weddingday,weddingentrance,bridetobe,dance,weddingplanner,Monday,Winter,4.5,13,1
